datetime_utc,bz_gsm_nt,flow_speed_kms,sym_h_nt
2005-05-13 00:00:00,-5.76,564.8,-12
2005-05-13 00:05:00,-4.08,554.9,-16
2005-05-13 00:10:00,-1.89,559.1,-18
2005-05-13 00:15:00,-0.99,570.0,-18
2005-05-13 00:20:00,-3.59,557.8,-24
2005-05-13 00:25:00,-4.14,567.5,-26
2005-05-13 00:30:00,-5.70,562.1,-26
2005-05-13 00:35:00,-5.00,554.5,-27
2005-05-13 00:40:00,-5.77,556.0,-29
2005-05-13 00:45:00,-5.38,536.4,-27
2005-05-13 00:50:00,-6.64,534.4,-29
2005-05-13 00:55:00,-6.39,535.6,-32
2005-05-13 01:00:00,-5.87,530.8,-31
2005-05-13 01:05:00,-5.78,536.9,-29
2005-05-13 01:10:00,-2.73,549.0,-26
2005-05-13 01:15:00,-1.68,550.0,-23
2005-05-13 01:20:00,-1.57,546.7,-25
2005-05-13 01:25:00,-3.24,553.5,-27
2005-05-13 01:30:00,-4.00,561.3,-23
2005-05-13 01:35:00,-3.93,556.8,-21
2005-05-13 01:40:00,-4.33,556.5,-16
2005-05-13 01:45:00,-4.25,553.1,-13
2005-05-13 01:50:00,-5.35,546.2,-17
2005-05-13 01:55:00,-6.46,529.4,-22
2005-05-13 02:00:00,-6.73,521.2,-30
2005-05-13 02:05:00,-6.45,517.9,-35
2005-05-13 02:10:00,-6.47,519.6,-36
2005-05-13 02:15:00,-6.20,518.6,-37
2005-05-13 02:20:00,-6.09,513.9,-37
2005-05-13 02:25:00,-5.84,516.1,-37
2005-05-13 02:30:00,-5.49,522.0,-37
2005-05-13 02:35:00,-1.81,548.3,-38
2005-05-13 02:40:00,-0.21,569.1,-40
2005-05-13 02:45:00,-0.52,564.4,-42
2005-05-13 02:50:00,-0.50,567.5,-42
2005-05-13 02:55:00,-0.36,561.6,-44
2005-05-13 03:00:00,-0.35,558.3,-41
2005-05-13 03:05:00,0.01,556.4,-36
2005-05-13 03:10:00,0.18,558.1,-33
2005-05-13 03:15:00,-0.09,556.5,-31
2005-05-13 03:20:00,0.12,555.1,-34
2005-05-13 03:25:00,0.65,558.3,-37
2005-05-13 03:30:00,1.38,557.6,-39
2005-05-13 03:35:00,-1.07,536.3,-35
2005-05-13 03:40:00,-1.74,526.1,-29
2005-05-13 03:45:00,-2.72,525.0,-30
2005-05-13 03:50:00,-3.36,527.1,-30
2005-05-13 03:55:00,-2.89,526.5,-33
