datetime_utc,bz_gsm_nt,flow_speed_kms,sym_h_nt
1998-05-02 00:00:00,8.08,575.1,19
1998-05-02 00:05:00,12.84,581.2,20
1998-05-02 00:10:00,12.43,567.0,24
1998-05-02 00:15:00,5.74,564.8,21
1998-05-02 00:20:00,9.57,572.6,20
1998-05-02 00:25:00,7.82,568.3,21
1998-05-02 00:30:00,7.88,564.3,22
1998-05-02 00:35:00,5.16,556.6,23
1998-05-02 00:40:00,1.89,550.6,27
1998-05-02 00:45:00,1.82,557.6,25
1998-05-02 00:50:00,4.78,561.0,22
1998-05-02 00:55:00,7.42,568.1,22
1998-05-02 01:00:00,7.45,561.7,22
1998-05-02 01:05:00,6.98,560.0,22
1998-05-02 01:10:00,5.88,561.2,19
1998-05-02 01:15:00,8.97,562.3,19
1998-05-02 01:20:00,8.55,570.0,22
1998-05-02 01:25:00,11.20,593.0,19
1998-05-02 01:30:00,12.77,590.9,21
1998-05-02 01:35:00,15.79,586.0,23
1998-05-02 01:40:00,15.92,584.6,23
1998-05-02 01:45:00,13.85,569.7,24
1998-05-02 01:50:00,12.75,559.1,23
1998-05-02 01:55:00,10.70,559.1,21
1998-05-02 02:00:00,6.10,574.1,18
1998-05-02 02:05:00,5.11,572.9,17
1998-05-02 02:10:00,14.44,562.2,22
1998-05-02 02:15:00,13.10,579.0,32
1998-05-02 02:20:00,5.63,579.2,31
1998-05-02 02:25:00,3.47,574.1,25
1998-05-02 02:30:00,4.04,573.7,23
1998-05-02 02:35:00,5.05,567.9,28
1998-05-02 02:40:00,4.73,571.6,36
1998-05-02 02:45:00,4.19,570.6,34
1998-05-02 02:50:00,1.58,571.0,35
1998-05-02 02:55:00,0.20,576.4,36
1998-05-02 03:00:00,8.11,576.1,34
1998-05-02 03:05:00,13.70,581.6,29
1998-05-02 03:10:00,14.18,591.0,29
1998-05-02 03:15:00,11.94,573.9,25
1998-05-02 03:20:00,6.82,566.3,28
1998-05-02 03:25:00,14.31,567.3,15
1998-05-02 03:30:00,15.67,565.3,14
1998-05-02 03:35:00,15.62,568.1,17
1998-05-02 03:40:00,15.59,571.3,18
1998-05-02 03:45:00,15.12,561.8,17
1998-05-02 03:50:00,12.27,552.3,21
1998-05-02 03:55:00,9.75,560.2,30
1998-05-02 04:00:00,4.81,565.7,36
1998-05-02 04:05:00,-2.39,588.8,29
1998-05-02 04:10:00,-2.78,604.4,23
1998-05-02 04:15:00,-1.35,607.3,15
1998-05-02 04:20:00,-3.16,608.9,12
1998-05-02 04:25:00,-3.88,606.6,13
1998-05-02 04:30:00,-3.83,608.4,15
