datetime_utc,bz_gsm_nt,flow_speed_kms,sym_h_nt
2001-04-10 10:45:00,3.18,577.3,-16
2001-04-10 10:50:00,3.13,588.5,-16
2001-04-10 10:55:00,3.29,581.4,-15
2001-04-10 11:00:00,3.26,588.2,-14
2001-04-10 11:05:00,-0.72,572.1,-14
2001-04-10 11:10:00,-1.61,570.9,-15
2001-04-10 11:15:00,-0.42,554.7,-16
2001-04-10 11:20:00,-0.31,548.8,-15
2001-04-10 11:25:00,-0.15,549.2,-15
2001-04-10 11:30:00,-0.12,553.1,-13
2001-04-10 11:35:00,-1.59,555.2,-14
2001-04-10 11:40:00,-2.28,552.9,-14
2001-04-10 11:45:00,-1.48,551.2,-14
2001-04-10 11:50:00,-1.99,552.7,-15
2001-04-10 11:55:00,-0.60,571.1,-14
2001-04-10 12:00:00,-0.10,568.5,-13
2001-04-10 12:05:00,-1.17,566.9,-15
2001-04-10 12:10:00,-1.18,571.8,-15
2001-04-10 12:15:00,-0.21,562.6,-14
2001-04-10 12:20:00,-1.04,554.4,-13
2001-04-10 12:25:00,-1.04,553.8,-13
2001-04-10 12:30:00,-1.62,552.4,-14
2001-04-10 12:35:00,-1.29,550.0,-14
2001-04-10 12:40:00,-0.92,552.3,-13
2001-04-10 12:45:00,-0.99,552.0,-13
2001-04-10 12:50:00,-2.12,559.5,-13
2001-04-10 12:55:00,-1.88,559.9,-12
2001-04-10 13:00:00,-1.03,551.9,-12
2001-04-10 13:05:00,-0.69,551.9,-13
2001-04-10 13:10:00,0.30,550.6,-13
2001-04-10 13:15:00,2.64,554.8,-13
2001-04-10 13:20:00,2.26,555.9,-14
2001-04-10 13:25:00,0.96,548.6,-15
2001-04-10 13:30:00,1.04,547.9,-17
2001-04-10 13:35:00,1.87,552.0,-17
2001-04-10 13:40:00,1.80,569.5,-16
2001-04-10 13:45:00,0.90,560.1,-17
2001-04-10 13:50:00,0.74,553.6,-16
2001-04-10 13:55:00,-2.34,562.3,-16
2001-04-10 14:00:00,-2.99,565.1,-16
2001-04-10 14:05:00,-2.92,563.5,-17
2001-04-10 14:10:00,-2.57,556.9,-17
2001-04-10 14:15:00,-2.06,556.6,-17
2001-04-10 14:20:00,-3.24,561.1,-16
2001-04-10 14:25:00,-3.00,568.6,-15
2001-04-10 14:30:00,-1.66,566.3,-15
2001-04-10 14:35:00,-1.84,568.4,-15
2001-04-10 14:40:00,-0.40,571.2,-14
2001-04-10 14:45:00,-1.29,559.5,-15
2001-04-10 14:50:00,-0.92,558.1,-16
2001-04-10 14:55:00,-1.80,551.1,-15
2001-04-10 15:00:00,-0.95,544.5,-15
2001-04-10 15:05:00,-1.18,552.7,-16
2001-04-10 15:10:00,-2.36,565.1,-16
2001-04-10 15:15:00,-0.99,559.6,-16
2001-04-10 15:20:00,-2.13,554.0,-17
2001-04-10 15:25:00,-1.79,549.3,-18
2001-04-10 15:30:00,-2.62,554.3,-18
2001-04-10 15:35:00,-2.52,552.8,-18
2001-04-10 15:40:00,-2.34,547.3,-19
2001-04-10 15:45:00,-1.40,542.0,-20
2001-04-10 15:50:00,-1.59,542.2,-20
2001-04-10 15:55:00,-1.67,541.2,-21
2001-04-10 16:00:00,-2.09,551.4,-20
2001-04-10 16:05:00,-3.49,575.0,-21
2001-04-10 16:10:00,-3.25,561.5,-21
2001-04-10 16:15:00,-3.07,557.7,-22
2001-04-10 16:20:00,-1.85,560.7,-24
2001-04-10 16:25:00,-1.73,567.0,-25
2001-04-10 16:30:00,-0.37,563.0,-25
2001-04-10 16:35:00,-1.06,546.5,-25
2001-04-10 16:40:00,-0.69,538.4,-25
2001-04-10 16:45:00,-1.06,540.3,-25
2001-04-10 16:50:00,-1.91,549.0,-24
2001-04-10 16:55:00,-2.52,550.4,-23
2001-04-10 17:00:00,-1.74,545.2,-22
2001-04-10 17:05:00,-1.57,538.7,-22
2001-04-10 17:10:00,-2.29,540.7,-23
2001-04-10 17:15:00,-2.72,543.9,-22
2001-04-10 17:20:00,-2.72,547.2,-20
2001-04-10 17:25:00,-2.61,540.2,-21
2001-04-10 17:30:00,-1.86,563.5,-21
2001-04-10 17:35:00,-2.53,552.3,-21
2001-04-10 17:40:00,-1.73,546.3,-22
2001-04-10 17:45:00,-0.84,537.7,-23
2001-04-10 17:50:00,1.08,544.0,-23
2001-04-10 17:55:00,1.55,543.6,-23
2001-04-10 18:00:00,1.22,543.5,-23
2001-04-10 18:05:00,1.50,551.3,-23
2001-04-10 18:10:00,2.19,569.5,-23
2001-04-10 18:15:00,1.68,,-22
2001-04-10 18:20:00,1.94,,-21
2001-04-10 18:25:00,2.58,,-20
2001-04-10 18:30:00,2.90,579.6,-20
2001-04-10 18:35:00,3.45,577.6,-19
2001-04-10 18:40:00,3.89,577.1,-19
2001-04-10 18:45:00,3.79,575.6,-19
2001-04-10 18:50:00,3.45,579.6,-18
2001-04-10 18:55:00,3.22,584.9,-18
2001-04-10 19:00:00,3.38,579.7,-18
2001-04-10 19:05:00,3.09,566.7,-18
2001-04-10 19:10:00,2.70,554.8,-17
2001-04-10 19:15:00,1.18,553.6,-18
2001-04-10 19:20:00,0.99,561.3,-16
2001-04-10 19:25:00,1.88,544.3,-16
2001-04-10 19:30:00,1.76,542.8,-16
2001-04-10 19:35:00,1.51,552.0,-16
2001-04-10 19:40:00,2.23,552.2,-15
2001-04-10 19:45:00,3.06,551.5,-14
2001-04-10 19:50:00,2.81,546.7,-14
2001-04-10 19:55:00,1.38,552.1,-14
2001-04-10 20:00:00,2.07,539.7,-14
2001-04-10 20:05:00,1.78,538.8,-15
2001-04-10 20:10:00,1.91,550.7,-15
2001-04-10 20:15:00,1.66,537.8,-15
2001-04-10 20:20:00,1.39,540.8,-16
2001-04-10 20:25:00,0.96,534.7,-15
2001-04-10 20:30:00,1.80,537.3,-12
2001-04-10 20:35:00,2.39,539.6,-12
2001-04-10 20:40:00,1.49,535.0,-12
2001-04-10 20:45:00,0.85,528.9,-13
2001-04-10 20:50:00,0.05,527.0,-13
2001-04-10 20:55:00,0.06,528.4,-12
2001-04-10 21:00:00,0.02,530.6,-13
2001-04-10 21:05:00,-0.34,527.2,-15
2001-04-10 21:10:00,-0.20,538.3,-13
2001-04-10 21:15:00,-2.09,557.9,-14
2001-04-10 21:20:00,-3.16,559.8,-12
2001-04-10 21:25:00,-3.17,571.6,-10
2001-04-10 21:30:00,-2.83,547.0,-11
2001-04-10 21:35:00,-3.65,561.5,-10
2001-04-10 21:40:00,-3.18,547.4,-11
2001-04-10 21:45:00,-1.16,530.5,-11
2001-04-10 21:50:00,-0.22,541.3,-12
2001-04-10 21:55:00,0.21,547.4,-12
2001-04-10 22:00:00,1.13,544.1,-13
2001-04-10 22:05:00,0.64,542.4,-16
2001-04-10 22:10:00,0.95,536.8,-16
2001-04-10 22:15:00,2.16,540.8,-17
2001-04-10 22:20:00,3.75,555.6,-15
2001-04-10 22:25:00,3.91,564.4,-16
2001-04-10 22:30:00,-0.03,545.8,-16
2001-04-10 22:35:00,-0.72,549.2,-17
2001-04-10 22:40:00,-0.12,529.6,-19
2001-04-10 22:45:00,0.16,536.8,-17
2001-04-10 22:50:00,-1.18,539.2,-18
2001-04-10 22:55:00,-3.04,551.8,-17
2001-04-10 23:00:00,-2.92,542.3,-13
2001-04-10 23:05:00,-3.15,539.5,-13
2001-04-10 23:10:00,-3.33,548.8,-12
2001-04-10 23:15:00,-2.31,541.8,-12
2001-04-10 23:20:00,-1.37,576.3,-12
2001-04-10 23:25:00,-0.40,571.8,-12
2001-04-10 23:30:00,-0.91,546.4,-12
2001-04-10 23:35:00,-1.70,556.3,-13
2001-04-10 23:40:00,-2.51,555.6,-13
2001-04-10 23:45:00,-2.92,559.7,-14
2001-04-10 23:50:00,-1.98,566.1,-14
2001-04-10 23:55:00,-0.81,544.0,-14
2001-04-11 00:00:00,-1.70,549.6,-14
2001-04-11 00:05:00,-2.41,553.8,-15
2001-04-11 00:10:00,-1.33,547.2,-16
2001-04-11 00:15:00,-1.66,551.4,-17
2001-04-11 00:20:00,-0.83,547.7,-18
2001-04-11 00:25:00,-0.13,544.2,-17
2001-04-11 00:30:00,-0.18,542.7,-17
2001-04-11 00:35:00,-1.39,533.4,-17
2001-04-11 00:40:00,-3.64,541.0,-18
2001-04-11 00:45:00,-3.56,540.0,-18
2001-04-11 00:50:00,-3.32,538.8,-16
2001-04-11 00:55:00,-3.25,540.0,-15
2001-04-11 01:00:00,-3.62,541.2,-16
2001-04-11 01:05:00,-2.83,529.9,-16
2001-04-11 01:10:00,-3.07,526.0,-17
2001-04-11 01:15:00,-2.06,516.0,-19
2001-04-11 01:20:00,-1.91,516.3,-20
