datetime_utc,bz_gsm_nt,flow_speed_kms,sym_h_nt
2015-06-20 00:00:00,0.18,312.7,-15
2015-06-20 00:05:00,-0.11,308.8,-14
2015-06-20 00:10:00,0.91,316.3,-13
2015-06-20 00:15:00,0.45,313.6,-13
2015-06-20 00:20:00,0.51,310.8,-12
2015-06-20 00:25:00,-0.01,310.8,-12
2015-06-20 00:30:00,0.08,311.8,-11
2015-06-20 00:35:00,0.81,317.8,-11
2015-06-20 00:40:00,0.63,314.4,-12
2015-06-20 00:45:00,-0.86,315.0,-12
2015-06-20 00:50:00,-0.95,305.1,-12
2015-06-20 00:55:00,-0.61,305.5,-12
2015-06-20 01:00:00,-0.22,301.1,-12
2015-06-20 01:05:00,0.13,303.3,-11
2015-06-20 01:10:00,0.22,303.9,-11
2015-06-20 01:15:00,0.76,301.6,-11
2015-06-20 01:20:00,1.34,,-10
2015-06-20 01:25:00,1.47,336.3,-9
2015-06-20 01:30:00,2.41,338.2,-9
2015-06-20 01:35:00,2.07,338.6,-9
2015-06-20 01:40:00,2.26,340.9,-9
2015-06-20 01:45:00,1.76,339.0,-8
2015-06-20 01:50:00,1.70,327.3,-8
2015-06-20 01:55:00,1.24,327.1,-8
2015-06-20 02:00:00,0.38,331.5,-8
2015-06-20 02:05:00,-0.16,332.8,-9
2015-06-20 02:10:00,0.68,313.3,-10
2015-06-20 02:15:00,0.88,305.1,-10
2015-06-20 02:20:00,0.89,299.7,-10
2015-06-20 02:25:00,0.51,301.1,-10
2015-06-20 02:30:00,0.79,300.5,-10
2015-06-20 02:35:00,0.54,299.9,-10
2015-06-20 02:40:00,0.13,301.0,-10
2015-06-20 02:45:00,0.14,299.0,-10
2015-06-20 02:50:00,-0.76,299.0,-11
2015-06-20 02:55:00,-0.86,298.9,-10
2015-06-20 03:00:00,-1.28,298.9,-11
2015-06-20 03:05:00,-1.25,298.3,-10
2015-06-20 03:10:00,-1.31,304.6,-10
2015-06-20 03:15:00,-1.11,307.5,-10
2015-06-20 03:20:00,-0.91,303.7,-10
2015-06-20 03:25:00,-0.14,307.0,-9
2015-06-20 03:30:00,-0.43,310.2,-9
2015-06-20 03:35:00,0.07,305.6,-9
2015-06-20 03:40:00,1.44,323.7,-8
2015-06-20 03:45:00,1.84,314.5,-9
2015-06-20 03:50:00,2.13,322.7,-8
2015-06-20 03:55:00,1.25,317.0,-8
2015-06-20 04:00:00,1.08,313.1,-8
2015-06-20 04:05:00,0.95,324.6,-9
2015-06-20 04:10:00,1.07,314.4,-9
2015-06-20 04:15:00,0.20,311.6,-9
2015-06-20 04:20:00,1.22,316.0,-9
2015-06-20 04:25:00,1.02,315.0,-9
2015-06-20 04:30:00,1.24,314.0,-8
2015-06-20 04:35:00,1.53,319.8,-8
2015-06-20 04:40:00,1.94,323.4,-7
2015-06-20 04:45:00,1.19,318.1,-7
2015-06-20 04:50:00,1.14,310.6,-7
2015-06-20 04:55:00,1.44,308.3,-7
2015-06-20 05:00:00,2.11,327.2,-7
2015-06-20 05:05:00,1.14,313.3,-8
2015-06-20 05:10:00,0.24,303.1,-8
2015-06-20 05:15:00,0.37,299.6,-8
2015-06-20 05:20:00,-0.05,299.1,-9
2015-06-20 05:25:00,0.84,301.0,-9
2015-06-20 05:30:00,-0.50,310.5,-8
2015-06-20 05:35:00,0.92,311.8,-8
2015-06-20 05:40:00,0.72,310.9,-7
2015-06-20 05:45:00,1.38,306.4,-7
2015-06-20 05:50:00,1.42,307.5,-7
2015-06-20 05:55:00,1.18,304.7,-7
2015-06-20 06:00:00,1.03,301.9,-8
2015-06-20 06:05:00,0.05,299.6,-8
2015-06-20 06:10:00,0.01,297.6,-8
2015-06-20 06:15:00,0.75,301.4,-8
2015-06-20 06:20:00,0.70,299.4,-7
2015-06-20 06:25:00,0.19,298.9,-7
2015-06-20 06:30:00,0.04,295.8,-6
2015-06-20 06:35:00,0.16,302.9,-7
2015-06-20 06:40:00,0.87,307.5,-6
2015-06-20 06:45:00,1.61,312.1,-7
2015-06-20 06:50:00,1.52,311.3,-6
2015-06-20 06:55:00,0.75,322.7,-5
2015-06-20 07:00:00,1.16,321.0,-5
2015-06-20 07:05:00,0.52,310.1,-5
2015-06-20 07:10:00,0.25,304.9,-6
2015-06-20 07:15:00,0.61,305.0,-7
2015-06-20 07:20:00,0.66,309.6,-7
2015-06-20 07:25:00,0.45,308.8,-7
2015-06-20 07:30:00,0.63,308.3,-7
2015-06-20 07:35:00,1.27,332.3,-7
2015-06-20 07:40:00,1.31,327.2,-7
2015-06-20 07:45:00,1.21,326.9,-6
2015-06-20 07:50:00,1.10,330.8,-6
2015-06-20 07:55:00,1.29,325.7,-7
2015-06-20 08:00:00,-0.09,294.7,-7
2015-06-20 08:05:00,0.52,308.8,-8
2015-06-20 08:10:00,-1.21,301.6,-9
2015-06-20 08:15:00,-1.13,302.4,-10
2015-06-20 08:20:00,-1.26,302.6,-11
2015-06-20 08:25:00,-0.92,302.9,-12
2015-06-20 08:30:00,-0.86,303.7,-12
2015-06-20 08:35:00,-0.86,305.2,-12
2015-06-20 08:40:00,-0.66,304.0,-12
2015-06-20 08:45:00,-0.37,305.9,-13
2015-06-20 08:50:00,-0.14,306.1,-12
2015-06-20 08:55:00,-0.01,307.7,-12
2015-06-20 09:00:00,-0.35,308.3,-12
2015-06-20 09:05:00,-0.57,305.0,-12
2015-06-20 09:10:00,-0.58,302.9,-12
2015-06-20 09:15:00,-0.48,302.1,-13
2015-06-20 09:20:00,-0.22,300.3,-13
2015-06-20 09:25:00,-0.08,297.8,-13
2015-06-20 09:30:00,-0.07,296.9,-12
2015-06-20 09:35:00,0.03,301.4,-12
2015-06-20 09:40:00,-0.29,301.6,-12
2015-06-20 09:45:00,-0.60,298.1,-12
2015-06-20 09:50:00,-0.27,297.1,-12
2015-06-20 09:55:00,-0.03,296.1,-12
2015-06-20 10:00:00,0.10,293.1,-12
2015-06-20 10:05:00,0.32,290.8,-12
2015-06-20 10:10:00,0.13,290.8,-12
2015-06-20 10:15:00,0.06,289.6,-12
2015-06-20 10:20:00,0.48,293.3,-12
2015-06-20 10:25:00,1.67,298.3,-11
2015-06-20 10:30:00,0.33,300.8,-11
2015-06-20 10:35:00,0.59,306.0,-11
2015-06-20 10:40:00,-0.31,306.0,-11
2015-06-20 10:45:00,-0.63,302.6,-10
2015-06-20 10:50:00,-0.64,302.1,-10
2015-06-20 10:55:00,-0.54,300.9,-10
2015-06-20 11:00:00,-0.49,302.4,-10
2015-06-20 11:05:00,-0.57,304.7,-10
2015-06-20 11:10:00,-0.50,303.2,-9
2015-06-20 11:15:00,-0.66,302.6,-9
2015-06-20 11:20:00,-0.97,300.7,-9
2015-06-20 11:25:00,-1.16,300.6,-9
2015-06-20 11:30:00,-0.93,299.4,-9
2015-06-20 11:35:00,-1.19,299.9,-9
2015-06-20 11:40:00,-0.76,297.6,-9
2015-06-20 11:45:00,-0.66,295.3,-9
2015-06-20 11:50:00,-0.53,297.9,-9
2015-06-20 11:55:00,-0.31,294.4,-9
2015-06-20 12:00:00,0.19,294.5,-9
2015-06-20 12:05:00,0.19,295.2,-9
2015-06-20 12:10:00,0.14,296.1,-8
2015-06-20 12:15:00,-0.08,298.2,-8
2015-06-20 12:20:00,-0.02,297.8,-8
2015-06-20 12:25:00,0.09,298.0,-8
2015-06-20 12:30:00,0.21,298.1,-8
2015-06-20 12:35:00,0.21,297.5,-8
2015-06-20 12:40:00,0.28,297.3,-8
2015-06-20 12:45:00,0.21,296.8,-8
2015-06-20 12:50:00,0.16,297.8,-8
2015-06-20 12:55:00,0.04,297.8,-8
2015-06-20 13:00:00,0.24,298.6,-7
2015-06-20 13:05:00,0.08,298.9,-7
2015-06-20 13:10:00,0.25,299.6,-7
2015-06-20 13:15:00,0.22,296.6,-6
2015-06-20 13:20:00,0.03,296.1,-6
2015-06-20 13:25:00,-0.06,296.3,-6
2015-06-20 13:30:00,-0.18,296.5,-6
2015-06-20 13:35:00,0.33,293.9,-6
2015-06-20 13:40:00,0.27,294.6,-6
2015-06-20 13:45:00,0.14,296.0,-6
2015-06-20 13:50:00,-0.21,295.9,-5
2015-06-20 13:55:00,0.24,292.0,-5
2015-06-20 14:00:00,0.87,290.9,-5
2015-06-20 14:05:00,0.74,289.3,-5
2015-06-20 14:10:00,1.14,293.8,-5
2015-06-20 14:15:00,1.25,294.5,-6
2015-06-20 14:20:00,1.15,295.0,-7
2015-06-20 14:25:00,1.24,291.8,-6
2015-06-20 14:30:00,0.79,291.4,-6
2015-06-20 14:35:00,0.45,291.2,-6
2015-06-20 14:40:00,0.32,290.2,-6
2015-06-20 14:45:00,0.42,288.1,-6
2015-06-20 14:50:00,0.45,287.4,-6
2015-06-20 14:55:00,0.45,287.4,-6
2015-06-20 15:00:00,0.16,287.5,-6
2015-06-20 15:05:00,0.41,288.3,-6
2015-06-20 15:10:00,0.94,290.6,-6
